"pond_id","Region","sample_date","pH","Fe (mg/L)","SO4 (mg/L)","DOC (mg/L)","DOC (mg/L) (0.45 Filter)","Abs254nm (1.2 filter)","Abs254nm (0.45 filter)","SUVA","Bottle # (PCO2)","Whole Water THg (ng/L)","Whole Water MeHg (ng/L)","MeHg Std Err","%MeHg","CO2 (umol/L)","CH4 (umol/L)","DIC (mg/L)","DIC (mg/L) (0.45 Filter)","TDC (mg/L) (DIC+DOC)","ChlA","DataSource","water temp C","Conductivity_uS_cm","DO (%)","DO (mg/L)","Secchi (cm)","Secchi on the ground?","ORP","Air temp C","Cloud %","Vegetation","analyzing_date","Abs250nm (0.45 filter)","Abs280nm (0.45 filter)","Abs350nm (0.45 filter)","Abs365nm (0.45 filter)","Abs370nm (0.45 filter)","Abs250nm (1.2 filter)","280 nmAbs280nm (1.2 filter)","Abs350nm (1.2 filter)","Abs365nm (1.2 filter)","Abs370nm (1.2 filter)","Time","TRP MDL = .00567","SRP MDL =.00567","TDP MDL = .0041","TP MDL = 0.0041","NH3 MDL = .021","UREA MDL = .0202","NO3 MDL = .0073","TN MDL = .0447","SO4 MDL = 1.015","Alk MDL = 3.16","TDN MDL = 0.0447","Site","Replicate","Weight (g)","Height","Hg [ng]","Concentration (µg/kg)","Latitude","Longitude","CLASS","Other Observation","Comments"
"50","SDNWA","2006-07-21",8.04,NA,1325.08,NA,36.84,NA,NA,0.300108577633008,NA,4.80915592149617,1.67779007019855,0.0167678108580486,34.8874126267998,NA,NA,0.9651236,NA,NA,NA,"U of R",23.37,2748,NA,"4.91",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.107130860919,52.2055308068738,4,NA,NA
"60","SDNWA","2006-07-21",7.26,NA,3.031,NA,39.34,NA,NA,0.190711743772242,NA,1.11992501423416,0.0453959156890126,NA,4.05347814470022,NA,NA,0.2371975,NA,NA,NA,"U of R",23.4,333,NA,"7.87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.102308030667,52.2032055366664,3,NA,NA
"65","SDNWA","2006-07-22",8.75,NA,1517.219,NA,45.62,NA,NA,0.180771591407278,NA,0.568241245884876,0.366221656575774,NA,64.4482707349916,NA,NA,0.8152388,NA,NA,NA,"U of R",23.36,2723,NA,"13.83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.098645389348,52.2054295870692,4,NA,NA
"66","SDNWA","2006-07-22",8.16,NA,8167.45,NA,47.4,NA,NA,0.202092827004219,NA,3.26167576304097,1.0830789947658,NA,33.2062128013611,NA,NA,1.162568,NA,NA,NA,"U of R",23.44,11220,NA,"1.64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.096295398003,52.2059773306853,4,NA,NA
"67","SDNWA","2006-07-22",8.75,NA,1549.723,NA,31.56,NA,NA,0.302797845373891,NA,2.84,0.580827097444597,0.0299069992471586,20.4516583607253,NA,NA,0.9144414,NA,NA,NA,"U of R",23.4,2968,NA,"9.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.097396878135,52.2092009092133,4,NA,NA
"88","SDNWA","2006-07-21",7.31,NA,3.681,NA,39.66,NA,NA,0.155468986384266,NA,0.596485669096776,0.041098812133318,NA,6.89015918782284,NA,NA,0.275029,NA,NA,NA,"U of R",21.72,401,NA,"3.48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.084132842938,52.2022986018554,0,NA,NA
"97/98","SDNWA","2006-07-20",7.74,NA,579.106,NA,49.02,NA,NA,0.179279885760914,NA,2.57914395353983,1.07201909267367,NA,41.5649189027367,NA,NA,0.5558228,NA,NA,NA,"U of R",25.15,1488,NA,"3.96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.078079,52.209151,NA,NA,NA
"90","SDNWA","2015-07-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.2,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0139,0.0174,NA,NA,0.249,NA,0.0297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.080283863833,52.204774960573,4,NA,NA
"92","SDNWA","2015-07-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5865,2.6371,NA,NA,0.135,NA,0.0037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.076985663306,52.2067987708391,2,NA,NA
"103","SDNWA","2015-07-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.7,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4445,2.4445,NA,NA,0.1945,NA,0.0037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.083807155751,52.2093892975842,3,NA,NA
"105","SDNWA","2015-07-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365.5,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3278,3.1146,NA,NA,0.1205,NA,0.0037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.083172037631,52.2074407130485,3,NA,NA
"109","SDNWA","2015-07-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.2,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6603,0.6527,NA,NA,0.63,NA,0.0112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.08574700556,52.2087749369114,3,NA,NA
"110","SDNWA","2015-07-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.6,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1478,14.1625,NA,NA,0.0105,NA,0.0141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.087631875749,52.2080040690588,3,NA,NA
"117","SDNWA","2015-07-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1255,17.5855,NA,NA,0.1745,NA,0.0037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.085459072321,52.2105907183775,3,NA,NA
"120","SDNWA","2015-07-06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.3,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2287,3.2401,NA,NA,1.2795,NA,0.0037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.08251473073,52.2108846318481,3,NA,NA
"1","SDNWA","2015-07-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.9,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0931,0.077,NA,NA,0.0105,NA,0.0037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.090051039219,52.213064598347,5,NA,NA
"60","SDNWA","2015-07-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.3,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4069,2.3211,NA,NA,0.0105,NA,0.0166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.102308030667,52.2032055366664,3,NA,NA
"63","SDNWA","2015-07-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.2,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1234,0.0644,NA,NA,0.0955,NA,0.0037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.097547580125,52.2028731555484,3,NA,NA
"65","SDNWA","2015-07-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.4,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1062,0.052,NA,NA,0.0105,NA,0.0037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.098645389348,52.2054295870692,4,NA,NA
"67","SDNWA","2015-07-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.6,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0975,0.0456,NA,NA,0.0105,NA,0.0037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.097396878135,52.2092009092133,4,NA,NA
"88","SDNWA","2015-07-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.7,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8024,0.762,NA,NA,0.025,NA,0.0037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.084132842938,52.2022986018554,0,NA,NA
"139","SDNWA","2015-07-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1998,0.2038,NA,NA,0.0105,NA,0.0037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.083330486561,52.2144798619993,3,NA,NA
"5340","SDNWA","2015-07-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.1,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2415,0.2114,NA,NA,0.0215,NA,0.0037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125S","SDNWA","2015-07-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.8,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0218,0.0086,NA,NA,1.1335,NA,0.0037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.081228136441,52.2120973331393,3,NA,NA
"25","SDNWA","2015-07-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.2,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0989,0.0976,NA,NA,0.088,NA,0.0037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.103089541901,52.2115496475054,4,NA,NA
"39","SDNWA","2015-07-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.4,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7354,0.7169,NA,NA,0.113,NA,0.0037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.109002062662,52.2088490937291,3,NA,NA
"40","SDNWA","2015-07-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0967,0.1222,NA,NA,0.0105,NA,0.0037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.10863881582,52.2081146936759,2,NA,NA
"50","SDNWA","2015-07-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0066,0.0028,NA,NA,0.0105,NA,0.0037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.107130860919,52.2055308068738,4,NA,NA
"1","SDNWA","2016-07-18",8.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.03,"Baulch",NA,2165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003,NA,0.174,0.011,NA,0.004,NA,1602.94,NA,NA,NA,NA,NA,NA,NA,NA,-106.090051039219,52.213064598347,5,NA,NA
"25","SDNWA","2016-07-18",9.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.32,"Baulch",NA,2664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007,NA,0.1995,0.044,NA,0.004,NA,1620.93,NA,NA,NA,NA,NA,NA,NA,NA,-106.103089541901,52.2115496475054,4,NA,NA
"39","SDNWA","2016-07-18",9.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.96,"Baulch",NA,2036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.521,NA,0.6565,0.023,NA,0.004,NA,965.28,NA,NA,NA,NA,NA,NA,NA,NA,-106.109002062662,52.2088490937291,3,NA,NA
"40","SDNWA","2016-07-18",9.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158.38,"Baulch",NA,1021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.017,NA,0.122,0.011,NA,0.004,NA,459.12,NA,NA,NA,NA,NA,NA,NA,NA,-106.10863881582,52.2081146936759,2,NA,NA
"50","SDNWA","2016-07-18",8.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.35,"Baulch",NA,3870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003,NA,0.2475,0.011,NA,0.004,NA,2646.65,NA,NA,NA,NA,NA,NA,NA,NA,-106.107130860919,52.2055308068738,4,NA,NA
"60","SDNWA","2016-07-18",8.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237.61,"Baulch",NA,462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.955,NA,1.6305,0.011,NA,0.004,NA,4.35,NA,NA,NA,NA,NA,NA,NA,NA,-106.102308030667,52.2032055366664,3,NA,NA
"63","SDNWA","2016-07-18",8.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.22,"Baulch",NA,4490,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.044,NA,0.4185,0.011,NA,0.004,NA,2786.23,NA,NA,NA,NA,NA,NA,NA,NA,-106.097547580125,52.2028731555484,3,NA,NA
"65","SDNWA","2016-07-18",8.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.95,"Baulch",NA,4760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,0.396,0.011,NA,0.004,NA,2880.6,NA,NA,NA,NA,NA,NA,NA,NA,-106.098645389348,52.2054295870692,4,NA,NA
"67","SDNWA","2016-07-18",8.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.86,"Baulch",NA,4520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.047,NA,0.3655,0.011,NA,0.004,NA,2777,NA,NA,NA,NA,NA,NA,NA,NA,-106.097396878135,52.2092009092133,4,NA,NA
"88","SDNWA","2016-07-18",8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203.35,"Baulch",NA,559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58,NA,2.007,0.402,NA,0.004,NA,79.88,NA,NA,NA,NA,NA,NA,NA,NA,-106.084132842938,52.2022986018554,0,NA,NA
"90","SDNWA","2016-07-18",8.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.04,"Baulch",NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.065,NA,0.1665,0.011,NA,0.004,NA,1364.98,NA,NA,NA,NA,NA,NA,NA,NA,-106.080283863833,52.204774960573,4,NA,NA
"103","SDNWA","2016-07-18",8.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196.19,"Baulch",NA,1039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.621,NA,1.907,0.278,NA,0.004,NA,308.96,NA,NA,NA,NA,NA,NA,NA,NA,-106.083807155751,52.2093892975842,3,NA,NA
"105","SDNWA","2016-07-18",8.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,476.78,"Baulch",NA,498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.012,NA,4.747,0.348,NA,0.004,NA,4.66,NA,NA,NA,NA,NA,NA,NA,NA,-106.083172037631,52.2074407130485,3,NA,NA
"109","SDNWA","2016-07-18",9.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.95,"Baulch",NA,1012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.642,NA,0.932,0.011,NA,0.004,NA,414.52,NA,NA,NA,NA,NA,NA,NA,NA,-106.08574700556,52.2087749369114,3,NA,NA
"110","SDNWA","2016-07-18",8.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,478.79,"Baulch",NA,461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.698,NA,3.598,0.064,NA,0.013,NA,5.43,NA,NA,NA,NA,NA,NA,NA,NA,-106.087631875749,52.2080040690588,3,NA,NA
"117","SDNWA","2016-07-18",9.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.79,"Baulch",NA,1360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.629,NA,3.7965,0.011,NA,0.004,NA,651.98,NA,NA,NA,NA,NA,NA,NA,NA,-106.085459072321,52.2105907183775,3,NA,NA
"120","SDNWA","2016-07-18",9.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.49,"Baulch",NA,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.268,NA,1.877,0.05,NA,0.004,NA,3.84,NA,NA,NA,NA,NA,NA,NA,NA,-106.08251473073,52.2108846318481,3,NA,NA
"139","SDNWA","2016-07-18",9.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.66,"Baulch",NA,2438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.168,NA,0.2695,0.037,NA,0.004,NA,510.45,NA,NA,NA,NA,NA,NA,NA,NA,-106.083330486561,52.2144798619993,3,NA,NA
"5340","SDNWA","2016-07-18",8.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.87,"Baulch",NA,4320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.135,NA,0.4095,0.011,NA,0.004,NA,2567.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125S","SDNWA","2016-07-18",8.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.48,"Baulch",NA,2438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.003,NA,0.226,0.011,NA,0.004,NA,1622.61,NA,NA,NA,NA,NA,NA,NA,NA,-106.081228136441,52.2120973331393,3,NA,NA
"139A","SDNWA","2017-03-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.001,NA,NA,0.1395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.081244852999,52.2148969934643,NA,NA,NA
"17","SDNWA","2017-03-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21485,NA,NA,0.0105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.097793296312,52.2146363203223,NA,NA,NA
"27A","SDNWA","2017-03-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73665,NA,NA,0.0105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.101939272475,52.2135996738494,NA,NA,NA
"59","SDNWA","2017-03-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2588,NA,NA,0.0105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.106848874746,52.2032499780798,NA,NA,NA
"1","SDNWA","2017-07-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.32625,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06355,0.136,0.292,0.0545,NA,0.0382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.090051039219,52.213064598347,5,NA,NA
"67","SDNWA","2017-07-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.10235294,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023,0.0815,0.4215,0.0845,NA,0.1136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.097396878135,52.2092009092133,4,NA,NA
"90","SDNWA","2017-07-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.13647059,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01052,0.0455,0.142,0.06525,NA,0.03895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.080283863833,52.204774960573,4,NA,NA
"139","SDNWA","2017-07-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.71294118,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2252,0.3385,0.4065,0.0915,NA,0.02105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.083330486561,52.2144798619993,3,NA,NA
"125S","SDNWA","2017-07-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.38555556,"Baulch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00432,0.055,0.2155,0.089,NA,0.07345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-106.081228136441,52.2120973331393,3,NA,NA
