"","Pond","Date","Region","Analyzing_date","250_nm","254_nm","280_nm","350_nm","365_nm","370_nm","Filter","Comments","pH","Fe_mg.L","SO4_mg.L","DOC_mg.L","SUVA","Bottle_PCO2","Wholewater_THg_ng.L","Wholewater_MeHg_ng.L","MeHg_std.err","MeHg_perc","CO2_umol.L","CH4_umol.L","DIC_mg.L","TDC_mg.L","Chla","Temp_degC","Cond_uS.cm","DO_perc","DO_mg.L","Secchi_cm","Depth_m","ORP","Airtemp_C","Cloud"
"414","37",2022-05-24,"SDNWA","2022-05-26",1.07939,1.03406,0.727965,0.206778,0.158976,0.144575,1.2,NA,8.44,NA,1762.065,27.07,NA,NA,NA,NA,NA,NA,NA,NA,47.84,NA,17.48822408,21,2651,98.5,9.87,28,NA,55,16.1,50
"415","37",2022-06-08,"SDNWA","2022-06-10",1.4588,1.3928,0.950702,0.2439,0.184029,0.166727,1.2,NA,8.5,NA,2596.73,41.44,NA,NA,NA,NA,NA,NA,NA,NA,72.52,NA,1.8484916,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416","37",2022-06-09,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.6,3966,102.9,8.4,17,NA,-51.3,17.7,75
"417","37",2022-06-21,"SDNWA","2022-06-23",0.666867,0.639002,0.434005,0.109914,0.0831455,0.0753006,1.2,NA,8.22,NA,2029.645,35.87,NA,NA,NA,NA,NA,NA,NA,NA,49.41,NA,24.44596268,26.5,3846,137.2,11.18,17,NA,32.1,21.1,7
"418","37",2022-07-06,"SDNWA","2022-07-08",0.87289,0.835749,0.556839,0.139506,0.105955,0.0953911,1.2,NA,8.22,NA,2333.48,47.7,NA,NA,NA,NA,NA,NA,NA,NA,64.14,NA,68.6079268,25.2,4078,117.2,9.44,9,NA,56.9,22,50
"419","37",2022-07-19,"SDNWA","2022-07-21",2.02982,1.95236,1.29134,0.309887,0.231077,0.208235,1.2,NA,8.21,NA,2807.975,57.21,NA,NA,NA,NA,NA,NA,NA,NA,66.25,NA,NA,33.1,5125,140.3,9.83,17,NA,-10.5,25.7,15
"420","37",2022-08-03,"SDNWA","2022-08-04",1.03772,0.998991,0.696606,0.199989,0.154817,0.141529,1.2,NA,9.46,NA,1322.86,25.865,NA,NA,NA,NA,NA,NA,NA,NA,28.945,NA,40.29865824,29.2,2253,118.2,9,8,NA,19.6,19.6,NA
"421","37",2022-08-16,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","37",2022-08-29,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","37",2022-09-12,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424","37",2023-05-17,"SDNWA","2023-05-18",1.66402,1.59729,1.10056,0.295802,0.22384,0.202306,1.2,NA,7.7,NA,NA,53.93,NA,NA,NA,NA,NA,NA,NA,NA,71.1,NA,8.17507872,14.7,4366,65.5,6.4,15,NA,91.3,11.4,100
"425","37",2023-05-30,"SDNWA","2023-06-01",1.4922,1.42897,0.974625,0.257541,0.192868,0.173927,1.2,NA,7.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.4239372,20.7,4453,123.5,10.95,9,NA,63.9,22.1,0
"426","37",2023-06-13,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427","37",2023-06-27,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","37",2023-07-11,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429","37",2023-07-20,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430","37",2023-08-15,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431","37",2024-04-25,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9,164.1,44.4,4.81,17,NA,105.2,16.2,10
"432","37",2024-04-26,"SDNWA","2024-04-25",1.0154,0.973099,0.776344,0.292592,0.234461,0.216431,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433","37",2024-05-09,"SDNWA","2024-05-10",1.18147,1.1305,0.901501,0.338914,0.270943,0.249544,1.2,NA,7.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.5,259.1,19,1.94,15.5,NA,-143.5,17.9,2
"434","37",2024-05-22,"SDNWA","2024-05-23",1.46556,1.40055,1.11335,0.415052,0.3317,0.305779,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435","37",2024-05-23,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,291.5,64.1,7.75,27.5,NA,8.7,9.5,99
"436","37",2024-06-05,"SDNWA","2024-06-06",1.67135,1.59917,1.25541,0.451624,0.359743,0.331369,1.2,NA,7.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,413.3,62.2,6.56,19,NA,-74.4,12,100
"437","37",2024-06-19,"SDNWA","2024-06-20",1.48072,1.41666,1.08071,0.364826,0.287,0.263588,1.2,NA,7.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2,447.8,63.7,6.83,24,NA,32.1,12.3,15
"438","37",2024-07-03,"SDNWA","2024-07-04",1.32958,1.27321,0.952478,0.310389,0.242436,0.222078,1.2,NA,7.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4,559,27.3,2.67,19,NA,-197.4,17.4,0
"439","37",2024-07-18,"SDNWA","2024-07-19",1.53709,1.47476,1.09126,0.35743,0.279422,0.255899,1.2,NA,7.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.3,762,60.9,5.49,17.78,NA,134.2,21.1,0
"440","50",2006-07-21,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.04,NA,1325.08,36.84,3.001085776,NA,4.80915592149617,1.67779007019855,0.0167678108580486,34.88741263,NA,NA,0.9651236,117.2,NA,23.37,2748,NA,4.91,NA,NA,NA,NA,NA
"441","50",2022-05-10,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.7,4205,108,11.4,40,NA,4.5,10.9,85
"442","6",2021-05-23,"SDNWA",NA,0.745739,0.756179,0.545757,0.140956,0.104588,0.0950529,1.2,NA,7.3,NA,3169.965,31.82,NA,NA,NA,0.185,NA,NA,NA,NA,89.79,NA,6.03114,16.5,3515,NA,NA,15.5,NA,118.4,18,95
"443","6",2021-06-06,"SDNWA",NA,1.06663,1.14491,0.757194,0.204473,0.155163,0.142784,1.2,NA,8.86,NA,3239.93,37.73,NA,NA,NA,0.928,NA,NA,NA,NA,99.72,NA,10.550050692,19.3,4084,NA,NA,8.5,NA,NA,16.1,80
"444","6",2021-06-23,"SDNWA",NA,1.70377,2.12451,1.12963,0.244508,0.184059,0.168494,1.2,NA,9.01,NA,3928.52,59.48,NA,NA,NA,0.576310206,NA,NA,NA,NA,134.42,NA,40.7223724,27.2,5792,94.6,7.4,20,NA,60.3,21,70
"445","6",2022-05-10,"SDNWA","2022-05-11",0.813271,0.778087,0.559769,0.165136,0.125554,0.113885,1.2,NA,8.46,NA,1505.83,19.77,NA,NA,NA,NA,NA,NA,NA,NA,57.42,NA,1.76268868,11.8,2122,147,15.2,24,NA,23.1,9.8,100
"446","6",2022-05-24,"SDNWA","2022-05-26",0.888026,0.849223,0.603298,0.170214,0.129766,0.117607,1.2,NA,8.31,NA,1413.62,22.6,NA,NA,NA,NA,NA,NA,NA,NA,55.56,NA,4.90756664,20,2812,109.1,10.01,25,NA,31.3,17.9,20
"447","6",2022-06-08,"SDNWA","2022-06-10",1.25349,1.2022,0.835096,0.226619,0.171196,0.154819,1.2,NA,7.62,NA,4873.57,31.72,NA,NA,NA,NA,NA,NA,NA,NA,63.43,NA,21.65186208,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","6",2022-06-09,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.2,3339,35.1,3.29,26,NA,-29.5,15.9,100
"449","6",2022-06-21,"SDNWA","2022-06-23",0.597931,0.572963,0.397784,0.109187,0.0835136,0.0760083,1.2,NA,7.97,NA,4224.35,33.58,NA,NA,NA,NA,NA,NA,NA,NA,71.48,NA,63.534634956,24.6,3763,113.4,9.3,18,NA,-57.3,21.1,5
"450","6",2022-07-06,"SDNWA","2022-07-08",0.796123,0.763654,0.523469,0.14078,0.106307,0.0960471,1.2,NA,7.86,NA,5241.345,40.74,NA,NA,NA,NA,NA,NA,NA,NA,102.42,NA,9.076962216,22.9,4151,90.2,7.6,8,NA,-63.1,21.5,85
"451","6",2022-07-19,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","6",2022-08-03,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","6",2022-08-16,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","6",2022-08-29,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","6",2022-09-12,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","6",2023-05-17,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","6",2023-05-30,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","6",2023-06-13,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","6",2023-06-27,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","6",2023-07-11,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","6",2023-07-20,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","6",2023-08-15,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463","60",2006-07-21,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.26,NA,3.031,39.34,1.907117438,NA,1.11992501423416,0.0453959156890126,NA,4.053478145,NA,NA,0.2371975,59.09,NA,23.4,333,NA,7.87,NA,NA,NA,NA,NA
"464","65",2006-07-22,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.75,NA,1517.219,45.62,1.807715914,NA,0.568241245884876,0.366221656575774,NA,64.44827073,NA,NA,0.8152388,113.5,NA,23.36,2723,NA,13.83,NA,NA,NA,NA,NA
"465","66",2006-07-22,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.16,NA,8167.45,47.4,2.02092827,NA,3.26167576304097,1.0830789947658,NA,33.2062128,NA,NA,1.162568,144.2,NA,23.44,11220,NA,1.64,NA,NA,NA,NA,NA
"466","67",2006-07-22,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.75,NA,1549.723,31.56,3.027978454,NA,2.84,0.580827097444597,0.0299069992471586,20.45165836,NA,NA,0.9144414,107.7,NA,23.4,2968,NA,9.25,NA,NA,NA,NA,NA
"467","70",2021-05-23,"SDNWA",NA,1.4954,2.50497,1.51594,0.31993,0.22738,0.20777,1.2,NA,8.47,NA,NA,129.75,NA,NA,NA,NA,NA,NA,NA,NA,131.56,NA,18.0456544,17.7,13815,NA,NA,7,NA,68.4,16.5,100
"468","70",2021-06-06,"SDNWA",NA,1.39915,1.37255,1.53642,0.386691,0.280105,0.252553,1.2,NA,9.64,NA,NA,145.09,NA,NA,NA,NA,NA,NA,NA,NA,115.97,NA,9.40737676,19,14724,NA,NA,12.5,NA,NA,14.1,NA
"469","70",2021-06-23,"SDNWA","2021-06-25",2.09706,2.35998,2.49887,0.551339,0.406696,0.367165,1.2,NA,9.6,NA,NA,157.4,NA,NA,NA,NA,NA,NA,NA,NA,130.18,NA,49.2428512,26.6,21120,NA,NA,13,NA,NA,NA,90
"470","88",2006-07-21,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.31,NA,3.681,39.66,1.554689864,NA,0.596485669096776,0.041098812133318,NA,6.890159188,NA,NA,0.275029,62.56,NA,21.72,401,NA,3.48,NA,NA,NA,NA,NA
"471","97/98",2006-07-20,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.74,NA,579.106,49.02,0.986039371880457,NA,2.57914395353983,1.07201909267367,0.861990269300282,41.5649189,NA,NA,20.1479114,79.815,NA,25.15,1488,NA,3.96,NA,NA,NA,NA,NA
"472","97/98",2006-09-06,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.23,NA,761.798,43,1.14863023273256,NA,1.99,0.651961445926893,0.210028823373388,32.7618817,NA,NA,39.063586,120.2,NA,18.5,1715,NA,5.92,NA,NA,NA,NA,NA
"473","97/98",2020-06-11,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,6.18,NA,1933.8,32.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.51,3345,6.6,0.59,NA,NA,NA,NA,NA
"474","97/98",2020-06-29,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,"NO YSI",NA,NA,2039.59,45.8,0.0225984716157205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA
"475","97/98",2020-07-15,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.73,NA,2184.8,47.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.6,3099,150.3,13.4,54,NA,NA,NA,NA
"476","97/98",2020-07-29,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,2417.2,52.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.4,3842,86.1,6.85,72,NA,NA,NA,NA
"477","97/98",2020-08-12,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.93,"<0.02",2667.07,54.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,3587,113.5,10.15,31,NA,NA,NA,NA
"478","97/98",2020-08-23,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.92,NA,2974.24,60.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6,4193,120.4,10.33,73,NA,NA,NA,NA
"479","97/98",2020-09-05,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,9.35,NA,3190.74,99.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.3,4002,149.6,13.87,60,NA,NA,NA,NA
"480","97/98",2020-09-20,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,9.29,NA,3465.57,69.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.4,4050,112.3,10.71,56,NA,NA,NA,NA
"481","97/98",2020-10-04,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,9.38,NA,3488.65,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7,4099,182.9,18.01,42,NA,NA,NA,NA
"482","97/98",2021-05-19,"SDNWA",NA,2.29028,1.29678,0.83107,0.167002,0.121961,0.108633,1.2,NA,8.64,NA,3029.605,56.56,NA,NA,NA,0.227,NA,NA,NA,NA,69.08,NA,3.069690482,13.2,3210,NA,NA,43.6,NA,153.4,13.2,75
"483","97/98",2021-06-06,"SDNWA",NA,1.55485,1.4652,1.01097,0.22555,0.163247,0.149576,1.2,NA,9.4,NA,3256.31,65.35,NA,NA,NA,0.456,NA,NA,NA,NA,74.93,NA,38.90909152,19.5,4390,NA,NA,21.5,NA,NA,18.2,0
"484","97/98",2021-06-22,"SDNWA",NA,1.46902,1.62346,1.13713,0.261388,0.188709,0.172432,1.2,NA,9.32,NA,4221.89,78.4,NA,NA,NA,0.529475127,NA,NA,NA,NA,82.6,NA,NA,23.5,4925,126.5,10.54,25,NA,NA,19,65
"485","97/98",2021-07-06,"SDNWA","2021-07-07",1.80307,1.67447,1.41976,0.317668,0.232313,0.2066567,1.2,NA,8.34,NA,5206.5,81.14,NA,NA,NA,0.40601464,NA,NA,NA,NA,74.39,NA,22.33973008,21,6211,94.4,8.2,16,NA,-72.7,17.5,100
"486","97/98",2021-07-22,"SDNWA","2021-07-23",1.3322,1.63325,1.6895,0.397797,0.297838,0.260291,1.2,NA,8.17,NA,6688.3,132.53,NA,NA,NA,0.771669375,NA,NA,NA,NA,100.72,NA,92.3783579333333,26.3,8369,124.9,9.88,13,NA,75.2,26,60
"487","97/98",2021-08-04,"SDNWA","2021-08-05",2.00016,1.70948,1.95344,0.565561,0.4062,0.363366,1.2,NA,8.2,NA,8859.45,133.88,NA,NA,NA,1.193,NA,NA,NA,NA,94.86,NA,68.865462,22.4,9629,102.9,8.46,3,NA,50.4,18.4,100
"488","97/98",2021-08-18,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.85,NA,11233.67,229.51,NA,NA,NA,2.184683782,NA,NA,NA,NA,119.73,NA,114.161891,18.4,10937,95.4,8.49,3,NA,-159.4,15.6,100
"489","97/98",2021-09-01,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,6217.035,137.96,NA,NA,NA,2.609002027,NA,NA,NA,NA,92.36,NA,71.8785625,15.5,6270,88.8,8,1.5,NA,-1.975,13.3,100
"490","97/98",2021-09-19,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","97/98",2022-05-10,"SDNWA","2022-05-11",1.40443,1.3496,0.84774,0.170026,0.124443,0.111703,1.2,NA,9.01,NA,3702.99,49.68,NA,NA,NA,NA,NA,NA,NA,NA,29.84,NA,0.6781482,11,4207,106,11.1,21,NA,-13.4,8.5,100
"492","97/98",2022-05-24,"SDNWA","2022-05-26",1.56602,1.50494,0.937895,0.188894,0.137787,0.123649,1.2,NA,8.59,NA,4659.885,52.95,NA,NA,NA,NA,NA,NA,NA,NA,48.58,NA,3.4046812384,19.1,6000,99.1,8.77,24,NA,64.9,15.3,25
"493","97/98",2022-06-08,"SDNWA","2022-06-10",1.4411,1.38035,0.84119,0.167864,0.1221363,0.109475,1.2,NA,8.2,NA,7332.395,100.34,NA,NA,NA,NA,NA,NA,NA,NA,60.68,NA,3.76338532,28.5,1133,77.8,6.04,16,NA,-118.7,20.6,25
"494","97/98",2022-06-21,"SDNWA","2022-06-23",0.980669,0.936787,0.572776,0.122142,0.0908894,0.0820992,1.2,NA,8.71,NA,6134.27,96.19,NA,NA,NA,NA,NA,NA,NA,NA,64.16,NA,4.488716,25.5,9979,138.8,11.19,10,NA,-42.2,17.4,45
"495","97/98",2022-07-06,"SDNWA","2022-07-07; 2022-07-08",0.9759305,0.938914,0.5801565,0.11972455,0.0871588,0.07797635,1.2,NA,9.05,NA,12205.13,123.11,NA,NA,NA,NA,NA,NA,NA,NA,46.09,NA,9.57717204,30.1,13419,183.8,13.06,6.5,NA,32.9,20.1,85
"496","97/98",2022-07-19,"SDNWA","2022-07-21",3.91224,3.76243,3.05803,0.655585,0.473224,0.422103,1.2,NA,8.8,NA,9551.78,180.94,NA,NA,NA,NA,NA,NA,NA,NA,65.11,NA,50.27410344,32.4,16622,186.7,12.89,5,NA,50,22.5,0
"497","97/98",2022-08-03,"SDNWA","2022-08-04",2.71544,2.64632,1.70018,0.345157,0.25056,0.223473,1.2,NA,8.36,NA,7266.2,101.815,NA,NA,NA,NA,NA,NA,NA,NA,55.5,NA,7.8669068,21,8045,79.2,6.7,5.8,NA,-29,16.4,30
"498","97/98",2022-08-16,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","97/98",2022-08-29,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","97/98",2022-09-12,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","97/98",2023-05-17,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","97/98",2023-05-30,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","97/98",2023-06-13,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"504","97/98",2023-06-27,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"505","97/98",2023-07-11,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","97/98",2023-07-20,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"507","97/98",2023-08-15,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"508","97/98",2024-04-25,"SDNWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,7.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1,2465,86.6,7.8,10,NA,105.2,14.5,10
"509","97/98",2024-04-26,"SDNWA","2024-04-25",0.870083,0.835752,0.595194,0.180122,0.138656,0.126267,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
