,Pond,Date,Time,Comments,Error,RunDate,DataFile,CharacteristicID,ResultValue
6138,87,2014-08-25,,,,,SDWS_wq,TRP_mg.L,
6139,88,2014-08-25,,,,,SDWS_wq,Delta2H,-95.81
6140,88,2014-08-25,,,,,SDWS_wq,Delta18O,-9.14
6141,88,2014-08-25,,,,,SDWS_wq,Temp_degC,18.1
6142,88,2014-08-25,,,,,SDWS_wq,pH,
6143,88,2014-08-25,,,,,SDWS_wq,Cond_uS.cm,941
6144,88,2014-08-25,,,,,SDWS_wq,DO_mg.L,
6145,88,2014-08-25,,,,,SDWS_wq,SRP_mg.L,0.636
6146,88,2014-08-25,,,,,SDWS_wq,TDP_mg.L,0.103
6147,88,2014-08-25,,,,,SDWS_wq,TP_mg.L,0.116
6148,88,2014-08-25,,,,,SDWS_wq,NH3_mg.L,
6149,88,2014-08-25,,,,,SDWS_wq,Urea_mg.L,
6150,88,2014-08-25,,,,,SDWS_wq,NO3_mg.L,0.021
6151,88,2014-08-25,,,,,SDWS_wq,TDN_mg.L,
6152,88,2014-08-25,,,,,SDWS_wq,TN_mg.L,
6153,88,2014-08-25,,,,,SDWS_wq,SO4_mg.L,164
6154,88,2014-08-25,,,,,SDWS_wq,Chla_ug.L,83.594
6155,88,2014-08-25,,,,,SDWS_wq,Alk_mg.L,
6156,88,2014-08-25,,,,,SDWS_wq,TRP_mg.L,
6445,90,2014-08-25,,,,,SDWS_wq,Delta2H,-89.63
6446,90,2014-08-25,,,,,SDWS_wq,Delta18O,-8.6
6447,90,2014-08-25,,,,,SDWS_wq,Temp_degC,21.9
6448,90,2014-08-25,,,,,SDWS_wq,pH,
6449,90,2014-08-25,,,,,SDWS_wq,Cond_uS.cm,2620
6450,90,2014-08-25,,,,,SDWS_wq,DO_mg.L,
6451,90,2014-08-25,,,,,SDWS_wq,SRP_mg.L,0
6452,90,2014-08-25,,,,,SDWS_wq,TDP_mg.L,0.012
6453,90,2014-08-25,,,,,SDWS_wq,TP_mg.L,0.065
6454,90,2014-08-25,,,,,SDWS_wq,NH3_mg.L,
6455,90,2014-08-25,,,,,SDWS_wq,Urea_mg.L,
6456,90,2014-08-25,,,,,SDWS_wq,NO3_mg.L,
6457,90,2014-08-25,,,,,SDWS_wq,TDN_mg.L,
6458,90,2014-08-25,,,,,SDWS_wq,TN_mg.L,
6459,90,2014-08-25,,,,,SDWS_wq,SO4_mg.L,
6460,90,2014-08-25,,,,,SDWS_wq,Chla_ug.L,40.353
6461,90,2014-08-25,,,,,SDWS_wq,Alk_mg.L,
6462,90,2014-08-25,,,,,SDWS_wq,TRP_mg.L,
6463,90,2015-07-06,,,11.718,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Delta2H,-90.17
6464,90,2015-07-06,,,11.718,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Delta18O,-8.41
6465,90,2015-07-06,,,11.718,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Temp_degC,
6466,90,2015-07-06,,,11.718,2015-11-19,SDWS_wq; SDWS_chla; Baulch,pH,
6467,90,2015-07-06,,,11.718,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Cond_uS.cm,
6468,90,2015-07-06,,,11.718,2015-11-19,SDWS_wq; SDWS_chla; Baulch,DO_mg.L,
6469,90,2015-07-06,,,11.718,2015-11-19,SDWS_wq; SDWS_chla; Baulch,SRP_mg.L,0.017
6470,90,2015-07-06,,,11.718,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TDP_mg.L,
6471,90,2015-07-06,,,11.718,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TP_mg.L,0.253
6472,90,2015-07-06,,,11.718,2015-11-19,SDWS_wq; SDWS_chla; Baulch,NH3_mg.L,0.192
6473,90,2015-07-06,,,11.718,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Urea_mg.L,
6474,90,2015-07-06,,,11.718,2015-11-19,SDWS_wq; SDWS_chla; Baulch,NO3_mg.L,0.03
6475,90,2015-07-06,,,11.718,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TDN_mg.L,
6476,90,2015-07-06,,,11.718,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TN_mg.L,
6477,90,2015-07-06,,,11.718,2015-11-19,SDWS_wq; SDWS_chla; Baulch,SO4_mg.L,
6478,90,2015-07-06,,,11.718,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Chla_ug.L,124.211
6479,90,2015-07-06,,,11.718,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Alk_mg.L,
6480,90,2015-07-06,,,11.718,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TRP_mg.L,0.014
6787,92,2015-07-06,,,50.594,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Delta2H,-92.05
6788,92,2015-07-06,,,50.594,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Delta18O,-7.66
6789,92,2015-07-06,,,50.594,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Temp_degC,
6790,92,2015-07-06,,,50.594,2015-11-19,SDWS_wq; SDWS_chla; Baulch,pH,
6791,92,2015-07-06,,,50.594,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Cond_uS.cm,
6792,92,2015-07-06,,,50.594,2015-11-19,SDWS_wq; SDWS_chla; Baulch,DO_mg.L,
6793,92,2015-07-06,,,50.594,2015-11-19,SDWS_wq; SDWS_chla; Baulch,SRP_mg.L,1.978
6794,92,2015-07-06,,,50.594,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TDP_mg.L,
6795,92,2015-07-06,,,50.594,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TP_mg.L,1.516
6796,92,2015-07-06,,,50.594,2015-11-19,SDWS_wq; SDWS_chla; Baulch,NH3_mg.L,0.1715
6797,92,2015-07-06,,,50.594,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Urea_mg.L,
6798,92,2015-07-06,,,50.594,2015-11-19,SDWS_wq; SDWS_chla; Baulch,NO3_mg.L,0.0025
6799,92,2015-07-06,,,50.594,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TDN_mg.L,
6800,92,2015-07-06,,,50.594,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TN_mg.L,
6801,92,2015-07-06,,,50.594,2015-11-19,SDWS_wq; SDWS_chla; Baulch,SO4_mg.L,
6802,92,2015-07-06,,,50.594,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Chla_ug.L,54.96
6803,92,2015-07-06,,,50.594,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Alk_mg.L,
6804,92,2015-07-06,,,50.594,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TRP_mg.L,2.586
361,103,2015-07-06,,,-10.581,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Delta2H,-82.64
362,103,2015-07-06,,,-10.581,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Delta18O,-6.56
363,103,2015-07-06,,,-10.581,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Temp_degC,
364,103,2015-07-06,,,-10.581,2015-11-19,SDWS_wq; SDWS_chla; Baulch,pH,
365,103,2015-07-06,,,-10.581,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Cond_uS.cm,
366,103,2015-07-06,,,-10.581,2015-11-19,SDWS_wq; SDWS_chla; Baulch,DO_mg.L,
367,103,2015-07-06,,,-10.581,2015-11-19,SDWS_wq; SDWS_chla; Baulch,SRP_mg.L,1.8335
368,103,2015-07-06,,,-10.581,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TDP_mg.L,
369,103,2015-07-06,,,-10.581,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TP_mg.L,1.364
370,103,2015-07-06,,,-10.581,2015-11-19,SDWS_wq; SDWS_chla; Baulch,NH3_mg.L,0.157
371,103,2015-07-06,,,-10.581,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Urea_mg.L,
372,103,2015-07-06,,,-10.581,2015-11-19,SDWS_wq; SDWS_chla; Baulch,NO3_mg.L,0.003
373,103,2015-07-06,,,-10.581,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TDN_mg.L,
374,103,2015-07-06,,,-10.581,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TN_mg.L,
375,103,2015-07-06,,,-10.581,2015-11-19,SDWS_wq; SDWS_chla; Baulch,SO4_mg.L,
376,103,2015-07-06,,,-10.581,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Chla_ug.L,70.679
377,103,2015-07-06,,,-10.581,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Alk_mg.L,
378,103,2015-07-06,,,-10.581,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TRP_mg.L,2.445
595,105,2015-07-06,,,125.559,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Delta2H,-74.48
596,105,2015-07-06,,,125.559,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Delta18O,-4.42
597,105,2015-07-06,,,125.559,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Temp_degC,
598,105,2015-07-06,,,125.559,2015-11-19,SDWS_wq; SDWS_chla; Baulch,pH,
599,105,2015-07-06,,,125.559,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Cond_uS.cm,
600,105,2015-07-06,,,125.559,2015-11-19,SDWS_wq; SDWS_chla; Baulch,DO_mg.L,
601,105,2015-07-06,,,125.559,2015-11-19,SDWS_wq; SDWS_chla; Baulch,SRP_mg.L,2.336
602,105,2015-07-06,,,125.559,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TDP_mg.L,
603,105,2015-07-06,,,125.559,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TP_mg.L,3.143
604,105,2015-07-06,,,125.559,2015-11-19,SDWS_wq; SDWS_chla; Baulch,NH3_mg.L,0.375
605,105,2015-07-06,,,125.559,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Urea_mg.L,
606,105,2015-07-06,,,125.559,2015-11-19,SDWS_wq; SDWS_chla; Baulch,NO3_mg.L,0.002
607,105,2015-07-06,,,125.559,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TDN_mg.L,
608,105,2015-07-06,,,125.559,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TN_mg.L,
609,105,2015-07-06,,,125.559,2015-11-19,SDWS_wq; SDWS_chla; Baulch,SO4_mg.L,
610,105,2015-07-06,,,125.559,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Chla_ug.L,365.4915
611,105,2015-07-06,,,125.559,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Alk_mg.L,
612,105,2015-07-06,,,125.559,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TRP_mg.L,10.328
829,109,2015-07-06,,,1.225,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Delta2H,-88.33
830,109,2015-07-06,,,1.225,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Delta18O,-7.96
831,109,2015-07-06,,,1.225,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Temp_degC,
832,109,2015-07-06,,,1.225,2015-11-19,SDWS_wq; SDWS_chla; Baulch,pH,
833,109,2015-07-06,,,1.225,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Cond_uS.cm,
834,109,2015-07-06,,,1.225,2015-11-19,SDWS_wq; SDWS_chla; Baulch,DO_mg.L,
835,109,2015-07-06,,,1.225,2015-11-19,SDWS_wq; SDWS_chla; Baulch,SRP_mg.L,0.653
836,109,2015-07-06,,,1.225,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TDP_mg.L,
837,109,2015-07-06,,,1.225,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TP_mg.L,1.062
838,109,2015-07-06,,,1.225,2015-11-19,SDWS_wq; SDWS_chla; Baulch,NH3_mg.L,0.3185
839,109,2015-07-06,,,1.225,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Urea_mg.L,
840,109,2015-07-06,,,1.225,2015-11-19,SDWS_wq; SDWS_chla; Baulch,NO3_mg.L,0.011
841,109,2015-07-06,,,1.225,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TDN_mg.L,
842,109,2015-07-06,,,1.225,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TN_mg.L,
843,109,2015-07-06,,,1.225,2015-11-19,SDWS_wq; SDWS_chla; Baulch,SO4_mg.L,
844,109,2015-07-06,,,1.225,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Chla_ug.L,120.202
845,109,2015-07-06,,,1.225,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Alk_mg.L,
846,109,2015-07-06,,,1.225,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TRP_mg.L,0.66
1189,110,2015-07-06,,,-47.929,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Delta2H,-88.03
1190,110,2015-07-06,,,-47.929,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Delta18O,-7.07
1191,110,2015-07-06,,,-47.929,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Temp_degC,
1192,110,2015-07-06,,,-47.929,2015-11-19,SDWS_wq; SDWS_chla; Baulch,pH,
1193,110,2015-07-06,,,-47.929,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Cond_uS.cm,
1194,110,2015-07-06,,,-47.929,2015-11-19,SDWS_wq; SDWS_chla; Baulch,DO_mg.L,
1195,110,2015-07-06,,,-47.929,2015-11-19,SDWS_wq; SDWS_chla; Baulch,SRP_mg.L,8.497
1196,110,2015-07-06,,,-47.929,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TDP_mg.L,
1197,110,2015-07-06,,,-47.929,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TP_mg.L,2.664
1198,110,2015-07-06,,,-47.929,2015-11-19,SDWS_wq; SDWS_chla; Baulch,NH3_mg.L,0.0925
1199,110,2015-07-06,,,-47.929,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Urea_mg.L,
1200,110,2015-07-06,,,-47.929,2015-11-19,SDWS_wq; SDWS_chla; Baulch,NO3_mg.L,0.014
1201,110,2015-07-06,,,-47.929,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TDN_mg.L,
1202,110,2015-07-06,,,-47.929,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TN_mg.L,
1203,110,2015-07-06,,,-47.929,2015-11-19,SDWS_wq; SDWS_chla; Baulch,SO4_mg.L,
1204,110,2015-07-06,,,-47.929,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Chla_ug.L,44.603
1205,110,2015-07-06,,,-47.929,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Alk_mg.L,
1206,110,2015-07-06,,,-47.929,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TRP_mg.L,14.148
1369,117,2015-07-06,,,-55.05,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Delta2H,-79.58
1370,117,2015-07-06,,,-55.05,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Delta18O,-5.01
1371,117,2015-07-06,,,-55.05,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Temp_degC,
1372,117,2015-07-06,,,-55.05,2015-11-19,SDWS_wq; SDWS_chla; Baulch,pH,
1373,117,2015-07-06,,,-55.05,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Cond_uS.cm,
1374,117,2015-07-06,,,-55.05,2015-11-19,SDWS_wq; SDWS_chla; Baulch,DO_mg.L,
1375,117,2015-07-06,,,-55.05,2015-11-19,SDWS_wq; SDWS_chla; Baulch,SRP_mg.L,10.5515
1376,117,2015-07-06,,,-55.05,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TDP_mg.L,
1377,117,2015-07-06,,,-55.05,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TP_mg.L,3.717
1378,117,2015-07-06,,,-55.05,2015-11-19,SDWS_wq; SDWS_chla; Baulch,NH3_mg.L,0.727
1379,117,2015-07-06,,,-55.05,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Urea_mg.L,
1380,117,2015-07-06,,,-55.05,2015-11-19,SDWS_wq; SDWS_chla; Baulch,NO3_mg.L,-5.00E-04
1381,117,2015-07-06,,,-55.05,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TDN_mg.L,
1382,117,2015-07-06,,,-55.05,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TN_mg.L,
1383,117,2015-07-06,,,-55.05,2015-11-19,SDWS_wq; SDWS_chla; Baulch,SO4_mg.L,
1384,117,2015-07-06,,,-55.05,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Chla_ug.L,6.295
1385,117,2015-07-06,,,-55.05,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Alk_mg.L,
1386,117,2015-07-06,,,-55.05,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TRP_mg.L,20.125
1549,120,2015-07-06,,,-63.178,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Delta2H,-95.24
1550,120,2015-07-06,,,-63.178,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Delta18O,-8.87
1551,120,2015-07-06,,,-63.178,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Temp_degC,
1552,120,2015-07-06,,,-63.178,2015-11-19,SDWS_wq; SDWS_chla; Baulch,pH,
1553,120,2015-07-06,,,-63.178,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Cond_uS.cm,
1554,120,2015-07-06,,,-63.178,2015-11-19,SDWS_wq; SDWS_chla; Baulch,DO_mg.L,
1555,120,2015-07-06,,,-63.178,2015-11-19,SDWS_wq; SDWS_chla; Baulch,SRP_mg.L,2.43
1556,120,2015-07-06,,,-63.178,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TDP_mg.L,
1557,120,2015-07-06,,,-63.178,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TP_mg.L,1.779
1558,120,2015-07-06,,,-63.178,2015-11-19,SDWS_wq; SDWS_chla; Baulch,NH3_mg.L,1.207
1559,120,2015-07-06,,,-63.178,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Urea_mg.L,
1560,120,2015-07-06,,,-63.178,2015-11-19,SDWS_wq; SDWS_chla; Baulch,NO3_mg.L,0
1561,120,2015-07-06,,,-63.178,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TDN_mg.L,
1562,120,2015-07-06,,,-63.178,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TN_mg.L,
1563,120,2015-07-06,,,-63.178,2015-11-19,SDWS_wq; SDWS_chla; Baulch,SO4_mg.L,
1564,120,2015-07-06,,,-63.178,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Chla_ug.L,20.291
1565,120,2015-07-06,,,-63.178,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Alk_mg.L,
1566,120,2015-07-06,,,-63.178,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TRP_mg.L,3.229
19,1,2015-07-07,,Ideally Chla Samples are ran within 30 days of collection; NA,3.224,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Delta2H,-90.86
20,1,2015-07-07,,Ideally Chla Samples are ran within 30 days of collection; NA,3.224,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Delta18O,-8.59
21,1,2015-07-07,,Ideally Chla Samples are ran within 30 days of collection; NA,3.224,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Temp_degC,
22,1,2015-07-07,,Ideally Chla Samples are ran within 30 days of collection; NA,3.224,2015-11-19,SDWS_wq; SDWS_chla; Baulch,pH,
23,1,2015-07-07,,Ideally Chla Samples are ran within 30 days of collection; NA,3.224,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Cond_uS.cm,
24,1,2015-07-07,,Ideally Chla Samples are ran within 30 days of collection; NA,3.224,2015-11-19,SDWS_wq; SDWS_chla; Baulch,DO_mg.L,
25,1,2015-07-07,,Ideally Chla Samples are ran within 30 days of collection; NA,3.224,2015-11-19,SDWS_wq; SDWS_chla; Baulch,SRP_mg.L,0.077
26,1,2015-07-07,,Ideally Chla Samples are ran within 30 days of collection; NA,3.224,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TDP_mg.L,
27,1,2015-07-07,,Ideally Chla Samples are ran within 30 days of collection; NA,3.224,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TP_mg.L,0.291
28,1,2015-07-07,,Ideally Chla Samples are ran within 30 days of collection; NA,3.224,2015-11-19,SDWS_wq; SDWS_chla; Baulch,NH3_mg.L,0.009
29,1,2015-07-07,,Ideally Chla Samples are ran within 30 days of collection; NA,3.224,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Urea_mg.L,
30,1,2015-07-07,,Ideally Chla Samples are ran within 30 days of collection; NA,3.224,2015-11-19,SDWS_wq; SDWS_chla; Baulch,NO3_mg.L,0.0025
31,1,2015-07-07,,Ideally Chla Samples are ran within 30 days of collection; NA,3.224,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TDN_mg.L,
32,1,2015-07-07,,Ideally Chla Samples are ran within 30 days of collection; NA,3.224,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TN_mg.L,
33,1,2015-07-07,,Ideally Chla Samples are ran within 30 days of collection; NA,3.224,2015-11-19,SDWS_wq; SDWS_chla; Baulch,SO4_mg.L,
34,1,2015-07-07,,Ideally Chla Samples are ran within 30 days of collection; NA,3.224,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Chla_ug.L,31.9205
35,1,2015-07-07,,Ideally Chla Samples are ran within 30 days of collection; NA,3.224,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Alk_mg.L,
36,1,2015-07-07,,Ideally Chla Samples are ran within 30 days of collection; NA,3.224,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TRP_mg.L,0.093
4825,60,2015-07-07,,,-13.237,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Delta2H,-101.6
4826,60,2015-07-07,,,-13.237,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Delta18O,-9.92
4827,60,2015-07-07,,,-13.237,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Temp_degC,
4828,60,2015-07-07,,,-13.237,2015-11-19,SDWS_wq; SDWS_chla; Baulch,pH,
4829,60,2015-07-07,,,-13.237,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Cond_uS.cm,
4830,60,2015-07-07,,,-13.237,2015-11-19,SDWS_wq; SDWS_chla; Baulch,DO_mg.L,
4831,60,2015-07-07,,,-13.237,2015-11-19,SDWS_wq; SDWS_chla; Baulch,SRP_mg.L,1.741
4832,60,2015-07-07,,,-13.237,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TDP_mg.L,
4833,60,2015-07-07,,,-13.237,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TP_mg.L,1.366
4834,60,2015-07-07,,,-13.237,2015-11-19,SDWS_wq; SDWS_chla; Baulch,NH3_mg.L,0.0535
4835,60,2015-07-07,,,-13.237,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Urea_mg.L,
4836,60,2015-07-07,,,-13.237,2015-11-19,SDWS_wq; SDWS_chla; Baulch,NO3_mg.L,0.017
4837,60,2015-07-07,,,-13.237,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TDN_mg.L,
4838,60,2015-07-07,,,-13.237,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TN_mg.L,
4839,60,2015-07-07,,,-13.237,2015-11-19,SDWS_wq; SDWS_chla; Baulch,SO4_mg.L,
4840,60,2015-07-07,,,-13.237,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Chla_ug.L,55.2895
4841,60,2015-07-07,,,-13.237,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Alk_mg.L,
4842,60,2015-07-07,,,-13.237,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TRP_mg.L,2.407
5077,63,2015-07-07,,,7.306,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Delta2H,-81.68
5078,63,2015-07-07,,,7.306,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Delta18O,-7.11
5079,63,2015-07-07,,,7.306,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Temp_degC,
5080,63,2015-07-07,,,7.306,2015-11-19,SDWS_wq; SDWS_chla; Baulch,pH,
5081,63,2015-07-07,,,7.306,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Cond_uS.cm,
5082,63,2015-07-07,,,7.306,2015-11-19,SDWS_wq; SDWS_chla; Baulch,DO_mg.L,
5083,63,2015-07-07,,,7.306,2015-11-19,SDWS_wq; SDWS_chla; Baulch,SRP_mg.L,0.064
5084,63,2015-07-07,,,7.306,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TDP_mg.L,
5085,63,2015-07-07,,,7.306,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TP_mg.L,0.417
5086,63,2015-07-07,,,7.306,2015-11-19,SDWS_wq; SDWS_chla; Baulch,NH3_mg.L,0.05
5087,63,2015-07-07,,,7.306,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Urea_mg.L,
5088,63,2015-07-07,,,7.306,2015-11-19,SDWS_wq; SDWS_chla; Baulch,NO3_mg.L,-0.0035
5089,63,2015-07-07,,,7.306,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TDN_mg.L,
5090,63,2015-07-07,,,7.306,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TN_mg.L,
5091,63,2015-07-07,,,7.306,2015-11-19,SDWS_wq; SDWS_chla; Baulch,SO4_mg.L,
5092,63,2015-07-07,,,7.306,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Chla_ug.L,68.1945
5093,63,2015-07-07,,,7.306,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Alk_mg.L,
5094,63,2015-07-07,,,7.306,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TRP_mg.L,0.123
5311,65,2015-07-07,,,4.135,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Delta2H,-79.92
5312,65,2015-07-07,,,4.135,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Delta18O,-6.66
5313,65,2015-07-07,,,4.135,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Temp_degC,
5314,65,2015-07-07,,,4.135,2015-11-19,SDWS_wq; SDWS_chla; Baulch,pH,
5315,65,2015-07-07,,,4.135,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Cond_uS.cm,
5316,65,2015-07-07,,,4.135,2015-11-19,SDWS_wq; SDWS_chla; Baulch,DO_mg.L,
5317,65,2015-07-07,,,4.135,2015-11-19,SDWS_wq; SDWS_chla; Baulch,SRP_mg.L,0.052
5318,65,2015-07-07,,,4.135,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TDP_mg.L,
5319,65,2015-07-07,,,4.135,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TP_mg.L,0.382
5320,65,2015-07-07,,,4.135,2015-11-19,SDWS_wq; SDWS_chla; Baulch,NH3_mg.L,0.0145
5321,65,2015-07-07,,,4.135,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Urea_mg.L,
5322,65,2015-07-07,,,4.135,2015-11-19,SDWS_wq; SDWS_chla; Baulch,NO3_mg.L,0.0035
5323,65,2015-07-07,,,4.135,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TDN_mg.L,
5324,65,2015-07-07,,,4.135,2015-11-19,SDWS_wq; SDWS_chla; Baulch,TN_mg.L,
5325,65,2015-07-07,,,4.135,2015-11-19,SDWS_wq; SDWS_chla; Baulch,SO4_mg.L,
5326,65,2015-07-07,,,4.135,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Chla_ug.L,59.3795
5327,65,2015-07-07,,,4.135,2015-11-19,SDWS_wq; SDWS_chla; Baulch,Alk_mg.L,
